ID,CLASS,ABILITY_KILLS,ACTIVITY_DURATION,ASSISTS,AVG_SCORE_PER_KILL,AVG_SCORE_PER_LIFE,COMPLETED,DEATHS,EFFICIENCY,EXPERIENCE_TYPE,GRENADE_KILLS,KILLS,KILLS_DEATHS_RATIO,KILLS_DEATHS_ASSISTS_RATIO,MAP_NAME,MELEE_KILLS,MODE,OPPONENT_SCORE,OPPONENTS_DEFEATED,TIME,PRECISION_KILLS,RESULT,SCORE,SUPER_KILLS,TEAM_SCORE,TIME_PLAYED,MEDALS_EARNED,
1799053531,Titan,0,596,3,2.3125,3.0833333333333335,true,11,1.7272727272727273,Valor,2,16,1.4545454545454546,1.5909090909090908,Endless Vale,3,Control: Quickplay,93,19,2018-06-14 03:58:28.000Z,5,Victory,37,3,100,596,17,
1799016639,Titan,0,516,8,2.3333333333333335,1.0769230769230769,true,12,1.1666666666666667,Valor,0,6,0.5,0.8333333333333334,Endless Vale,1,Clash: Quickplay,46,14,2018-06-14 03:48:10.000Z,2,Victory,14,1,50,515,8,
1798800118,Titan,0,697,6,2.125,2.4285714285714284,true,13,1.6923076923076923,Valor,1,16,1.2307692307692308,1.4615384615384615,The Fortress,0,Control: Quickplay,77,22,2018-06-14 02:42:29.000Z,4,Victory,34,4,78,693,17,
1798743381,Titan,0,715,7,2.4285714285714284,2.8333333333333335,true,11,1.9090909090909092,Valor,0,14,1.2727272727272727,1.5909090909090908,Javelin-4,2,Control: Quickplay,58,21,2018-06-14 02:26:19.000Z,3,Victory,34,2,84,714,16,
1798686176,Titan,0,413,4,1.2857142857142858,1.8,true,9,2.0,Valor,0,14,1.5555555555555556,1.7777777777777777,Javelin-4,0,Clash: Quickplay,35,18,2018-06-14 02:16:12.000Z,2,Victory,18,1,50,412,8,
1798644308,Titan,0,696,8,2.6,1.8571428571428572,true,13,1.3846153846153846,Valor,1,10,0.7692307692307693,1.0769230769230769,Solitude,1,Supremacy,100,18,2018-06-14 02:00:45.000Z,3,Defeat,26,2,92,696,14,
1798595152,Titan,0,693,4,2.111111111111111,3.4545454545454546,true,10,2.2,Valor,1,18,1.8,2.0,Altar of Flame,0,Control: Quickplay,79,22,2018-06-14 01:47:51.000Z,5,Victory,38,2,100,692,17,
1798546143,Titan,0,665,4,1.2857142857142858,2.5714285714285716,true,6,3.0,Valor,0,14,2.3333333333333335,2.6666666666666665,Altar of Flame,0,Clash: Quickplay,32,18,2018-06-14 01:35:42.000Z,4,Victory,18,1,50,661,11,
1798405354,Titan,0,735,9,2.4705882352941178,3.8181818181818183,true,10,2.6,Valor,1,17,1.7,2.15,Distant Shore,2,Supremacy,79,26,2018-06-14 00:57:34.000Z,1,Victory,42,1,100,734,22,
1798352549,Titan,0,706,4,1.3333333333333333,1.7777777777777777,true,8,2.0,Valor,3,12,1.5,1.75,Emperor's Respite,0,Clash: Quickplay,43,16,2018-06-14 00:44:20.000Z,3,Victory,16,0,47,705,10,
1798296146,Titan,0,655,4,1.2857142857142858,3.6,true,4,4.5,Valor,2,14,3.5,4.0,Legion's Gulch,0,Clash: Quickplay,26,18,2018-06-14 00:30:17.000Z,4,Victory,18,1,50,655,11,
1797533581,Titan,0,682,5,2.0,0.9090909090909091,true,10,1.0,Valor,1,5,0.5,0.75,Emperor's Respite,2,Clash: Quickplay,50,10,2018-06-13 21:12:41.000Z,0,Defeat,10,1,39,681,8,
1782598393,Titan,0,714,4,1.2857142857142858,2.0,true,8,2.25,Valor,0,14,1.75,2.0,Vostok,0,Clash: Quickplay,43,18,2018-06-10 17:46:55.000Z,2,Victory,18,1,46,713,9,
1782524120,Titan,0,619,0,1.6666666666666667,1.25,true,3,1.0,Valor,0,3,1.0,1.0,Endless Vale,1,Control: Quickplay,101,3,2018-06-10 17:35:18.000Z,1,Defeat,5,0,74,169,0,
1782505237,Titan,0,528,2,1.2222222222222223,0.8461538461538461,true,12,0.9166666666666666,Valor,0,9,0.75,0.8333333333333334,Vostok,1,Clash: Quickplay,50,11,2018-06-10 17:33:02.000Z,2,Defeat,11,0,31,527,6,
1782451730,Titan,0,658,11,2.923076923076923,3.8,true,9,2.6666666666666665,Valor,1,13,1.4444444444444444,2.0555555555555554,Pacifica,1,Control: Quickplay,101,24,2018-06-10 17:20:45.000Z,1,Defeat,38,3,90,657,15,
1782385490,Titan,0,651,11,3.5,2.8,true,9,2.111111111111111,Valor,2,8,0.8888888888888888,1.5,Legion's Gulch,2,Supremacy,90,19,2018-06-10 17:08:24.000Z,0,Victory,28,0,100,651,14,
1321667488,Titan,0,571,3,2.75,4.888888888888889,true,8,2.375,Valor,0,16,2.0,2.1875,Distant Shore,0,Mayhem,123,19,2017-12-27 18:25:10.000Z,1,Defeat,44,8,122,570,15,
1291189975,Titan,0,562,6,2.8666666666666667,2.8666666666666667,true,14,1.5,Valor,0,15,1.0714285714285714,1.2857142857142858,Midtown,0,Mayhem,125,21,2017-12-23 05:36:41.000Z,0,Defeat,43,9,89,561,19,
1289109354,Titan,0,513,3,2.875,4.181818181818182,true,10,1.9,Valor,0,16,1.6,1.75,Endless Vale,0,Mayhem,105,19,2017-12-22 23:42:41.000Z,1,Victory,46,12,125,513,19,
1289038590,Titan,0,520,1,2.5,3.75,true,11,1.7272727272727273,Valor,1,18,1.6363636363636365,1.6818181818181819,Distant Shore,1,Mayhem,104,19,2017-12-22 23:32:03.000Z,0,Victory,45,11,126,519,9,
1288808873,Titan,0,534,5,3.111111111111111,4.0,true,13,1.7692307692307692,Valor,0,18,1.3846153846153846,1.5769230769230769,Endless Vale,0,Mayhem,126,23,2017-12-22 22:58:28.000Z,1,Defeat,56,13,122,523,22,
1245612405,Titan,0,577,0,2.0,1.0,true,11,0.5454545454545454,Valor,0,6,0.5454545454545454,0.5454545454545454,Pacifica,0,Control: Quickplay,83,6,2017-12-16 19:31:56.000Z,1,Defeat,12,2,68,576,3,
1245518569,Titan,0,506,7,2.6666666666666665,2.0,true,7,1.8571428571428572,Valor,0,6,0.8571428571428571,1.3571428571428572,Distant Shore,0,Supremacy,56,13,2017-12-16 19:20:38.000Z,2,Victory,16,1,70,505,9,
1245446035,Titan,0,533,6,1.6666666666666667,1.6666666666666667,true,8,1.875,Valor,0,9,1.125,1.5,Distant Shore,1,Clash: Quickplay,31,15,2017-12-16 19:09:38.000Z,3,Victory,15,1,50,532,10,
1241173733,Titan,0,577,3,1.2727272727272727,1.4,true,9,1.5555555555555556,Valor,0,11,1.2222222222222223,1.3888888888888888,Distant Shore,0,Clash: Quickplay,41,14,2017-12-16 04:42:37.000Z,4,Victory,14,2,42,576,10,
1241103630,Titan,0,578,4,2.5,2.727272727272727,true,10,1.6,Valor,2,12,1.2,1.4,Distant Shore,0,Control: Quickplay,64,16,2017-12-16 04:30:11.000Z,1,Victory,30,2,92,578,19,
1195193516,Titan,0,502,2,1.875,1.5,true,9,1.1111111111111112,Valor,1,8,0.8888888888888888,1.0,Altar of Flame,0,Control: Quickplay,52,10,2017-12-10 04:01:21.000Z,0,Victory,15,1,90,501,10,
1192697539,Titan,0,427,6,2.1333333333333333,4.571428571428571,true,6,3.5,Valor,0,15,2.5,3.0,Emperor's Respite,0,Supremacy,43,21,2017-12-09 23:53:25.000Z,1,Victory,32,1,70,426,13,
1192344244,Titan,0,587,1,1.7857142857142858,3.5714285714285716,true,6,2.5,Valor,0,14,2.3333333333333335,2.4166666666666665,Midtown,0,Control: Quickplay,58,15,2017-12-09 23:19:04.000Z,0,Victory,25,1,90,586,12,
1192205753,Titan,0,518,2,1.7272727272727273,1.5833333333333333,true,11,1.1818181818181819,Valor,1,11,1.0,1.0909090909090908,Altar of Flame,0,Control: Quickplay,90,13,2017-12-09 23:09:10.000Z,2,Defeat,19,0,41,517,16,
1192085634,Titan,0,439,3,3.5,0.6363636363636364,true,10,0.5,Valor,0,2,0.2,0.35,Pacifica,0,Supremacy,70,5,2017-12-09 22:59:36.000Z,0,Defeat,7,0,41,438,3,
1191913595,Titan,0,630,0,0.75,0.42857142857142855,true,6,0.6666666666666666,Glory,0,4,0.6666666666666666,0.6666666666666666,Pacifica,0,Countdown,6,4,2017-12-09 22:42:32.000Z,1,Defeat,3,0,3,628,4,
1191756200,Titan,0,774,5,1.0,0.8571428571428571,true,6,1.8333333333333333,Glory,0,6,1.0,1.4166666666666667,Radiant Cliffs,0,Countdown,5,11,2017-12-09 22:26:52.000Z,0,Victory,6,1,6,773,6,
1190007393,Titan,0,562,5,1.7142857142857142,0.8571428571428571,true,13,0.9230769230769231,Valor,0,7,0.5384615384615384,0.7307692307692307,Distant Shore,0,Clash: Quickplay,50,12,2017-12-09 20:09:04.000Z,0,Defeat,12,1,41,561,5,
701742202,Titan,0,556,3,2.0,1.1666666666666667,true,11,0.9090909090909091,Valor,0,7,0.6363636363636364,0.7727272727272727,Midtown,0,Control: Quickplay,92,10,2017-10-08 22:58:18.000Z,2,Defeat,14,1,54,555,5,
5049796295,Hunter,0,460,2,2.6923076923076925,5.0,true,6,2.5,Valor,0,13,2.1666666666666665,2.3333333333333335,Radiant Cliffs,1,Momentum,110,15,2019-11-01 03:55:48.000Z,11,Victory,35,0,201,452,14,
5049768953,Hunter,0,508,0,3.3076923076923075,3.5833333333333335,true,11,1.1818181818181819,Valor,0,13,1.1818181818181819,1.1818181818181819,Distant Shore,0,Momentum,201,13,2019-11-01 03:45:06.000Z,3,Defeat,43,0,155,500,10,
5049700450,Hunter,0,488,1,1.6875,1.9285714285714286,true,13,1.3076923076923077,Valor,1,16,1.2307692307692308,1.2692307692307692,Fragment,0,Momentum,200,17,2019-11-01 03:35:26.000Z,13,Defeat,27,0,125,482,14,
5049614231,Hunter,0,531,1,2.1875,2.5,true,13,1.3076923076923077,Valor,0,16,1.2307692307692308,1.2692307692307692,Javelin-4,4,Momentum,140,17,2019-11-01 03:24:09.000Z,10,Victory,35,0,200,525,13,
5049612012,Hunter,0,463,4,1.8571428571428572,0.8666666666666667,true,14,0.7857142857142857,Valor,0,7,0.5,0.6428571428571429,Endless Vale,1,Momentum,201,11,2019-11-01 03:14:21.000Z,2,Defeat,13,0,111,458,5,
5049538188,Hunter,0,546,2,2.1904761904761907,5.111111111111111,true,8,2.875,Valor,0,21,2.625,2.75,Pacifica,0,Momentum,166,23,2019-11-01 03:02:23.000Z,18,Victory,46,0,201,537,13,
5049200061,Hunter,0,596,2,3.0,6.75,true,7,2.857142857142857,Valor,0,18,2.5714285714285716,2.7142857142857144,The Citadel,0,Momentum,52,20,2019-11-01 02:05:26.000Z,17,Victory,54,0,202,589,22,
5049116844,Hunter,0,428,2,1.6666666666666667,1.3636363636363635,true,10,1.1,Valor,0,9,0.9,1.0,Pacifica,0,Momentum,202,11,2019-11-01 01:55:54.000Z,9,Defeat,15,0,96,423,7,
5049090183,Hunter,0,654,2,2.111111111111111,4.384615384615385,true,12,2.4166666666666665,Valor,0,27,2.25,2.3333333333333335,The Citadel,0,Momentum,156,29,2019-11-01 01:43:15.000Z,26,Victory,57,0,189,649,24,
5048897356,Hunter,0,600,4,2.2,5.5,true,7,3.4285714285714284,Valor,0,20,2.857142857142857,3.142857142857143,Javelin-4,1,Control: Quickplay,93,24,2019-11-01 01:14:11.000Z,4,Victory,44,1,151,597,17,
5048810296,Hunter,0,472,0,1.0,0.9090909090909091,true,10,1.0,Valor,1,10,1.0,1.0,Twilight Gap,1,Momentum,201,10,2019-11-01 00:57:37.000Z,5,Defeat,10,0,132,472,7,
5048580257,Hunter,0,601,2,2.111111111111111,1.9,true,9,1.2222222222222223,Valor,0,9,1.0,1.1111111111111112,Widow's Court,0,Momentum,196,11,2019-11-01 00:18:35.000Z,7,Victory,19,0,202,599,4,
5048478010,Hunter,0,459,2,1.8333333333333333,2.75,true,7,2.0,Valor,0,12,1.7142857142857142,1.8571428571428572,Radiant Cliffs,0,Momentum,201,14,2019-11-01 00:09:11.000Z,12,Defeat,22,0,128,456,8,
5042081286,Hunter,0,442,1,2.8,2.4705882352941178,true,16,1.0,Valor,0,15,0.9375,0.96875,The Burnout,0,Momentum,146,16,2019-10-31 04:49:58.000Z,13,Victory,42,2,201,435,7,
5042019278,Hunter,0,567,0,1.4615384615384615,0.95,true,19,0.6842105263157895,Valor,0,13,0.6842105263157895,0.6842105263157895,Fragment,0,Momentum,200,13,2019-10-31 04:37:02.000Z,10,Defeat,19,2,162,560,11,
5041977759,Hunter,0,499,2,2.7142857142857144,1.2666666666666666,true,14,0.6428571428571429,Valor,0,7,0.5,0.5714285714285714,Meltdown,0,Momentum,202,9,2019-10-31 04:26:14.000Z,7,Defeat,19,0,199,494,12,
5041878090,Hunter,0,511,2,1.9090909090909092,2.1,true,9,1.4444444444444444,Valor,0,11,1.2222222222222223,1.3333333333333333,Widow's Court,0,Momentum,200,13,2019-10-31 04:12:37.000Z,10,Defeat,21,0,131,504,7,
5041810887,Hunter,0,435,1,2.642857142857143,3.3636363636363638,true,10,1.5,Valor,0,14,1.4,1.45,Endless Vale,0,Momentum,79,15,2019-10-31 04:00:16.000Z,14,Victory,37,0,202,429,10,
5033513047,Hunter,0,567,0,1.6,1.7777777777777777,true,8,1.25,Valor,1,10,1.25,1.25,The Fortress,2,Momentum,166,10,2019-10-30 05:02:10.000Z,7,Victory,16,0,202,567,7,
5033485858,Hunter,0,479,1,2.0,2.0,true,8,1.25,Valor,0,9,1.125,1.1875,The Burnout,1,Momentum,128,10,2019-10-30 04:52:34.000Z,4,Victory,18,0,200,479,9,
5033393341,Hunter,0,534,0,1.5,1.3333333333333333,true,8,1.0,Valor,0,8,1.0,1.0,Midtown,0,Momentum,202,8,2019-10-30 04:42:01.000Z,6,Defeat,12,0,142,534,3,
5033326345,Hunter,0,538,2,3.1818181818181817,4.375,true,7,1.8571428571428572,Valor,0,11,1.5714285714285714,1.7142857142857142,Bannerfall,1,Momentum,117,13,2019-10-30 04:31:30.000Z,9,Victory,35,0,202,533,11,
5032545513,Hunter,0,589,2,2.272727272727273,4.166666666666667,true,5,2.6,Valor,0,11,2.2,2.4,Altar of Flame,0,Momentum,201,13,2019-10-30 02:30:16.000Z,9,Defeat,25,0,165,420,10,
5032394526,Hunter,0,500,1,2.727272727272727,2.727272727272727,true,10,1.2,Valor,0,11,1.1,1.15,Bannerfall,0,Momentum,118,12,2019-10-30 02:15:37.000Z,4,Victory,30,0,200,495,12,
5024970907,Hunter,0,601,5,1.8461538461538463,2.4,true,9,2.0,Valor,1,13,1.4444444444444444,1.7222222222222223,Javelin-4,0,Control: Quickplay,150,18,2019-10-29 03:29:54.000Z,0,Defeat,24,0,91,598,12,
5024899156,Hunter,0,761,9,2.9166666666666665,2.9166666666666665,true,11,1.9090909090909092,Valor,1,12,1.0909090909090908,1.5,The Fortress,1,Control: Quickplay,146,21,2019-10-29 03:15:33.000Z,0,Defeat,35,0,134,753,10,
5024820839,Hunter,0,732,8,2.3333333333333335,5.25,true,7,3.7142857142857144,Valor,0,18,2.5714285714285716,3.142857142857143,Wormhaven,3,Control: Quickplay,101,26,2019-10-29 02:59:25.000Z,2,Victory,42,2,150,727,17,
5024280751,Hunter,0,752,4,1.75,2.625,true,7,2.2857142857142856,Valor,1,12,1.7142857142857142,2.0,Midtown,2,Control: Quickplay,134,16,2019-10-29 01:22:32.000Z,4,Defeat,21,0,114,747,8,
5024133235,Hunter,0,617,8,5.0,3.3333333333333335,true,5,2.4,Valor,1,4,0.8,1.6,The Burnout,0,Control: Quickplay,152,12,2019-10-29 00:53:04.000Z,0,Defeat,20,0,87,343,7,
5024016954,Hunter,0,711,6,2.5714285714285716,4.5,true,7,2.857142857142857,Valor,0,14,2.0,2.4285714285714284,The Burnout,2,Control: Quickplay,147,20,2019-10-29 00:33:17.000Z,2,Victory,36,0,150,708,17,
5023700255,Hunter,0,783,4,2.6363636363636362,9.666666666666666,true,2,7.5,Valor,0,11,5.5,6.5,Radiant Cliffs,1,Control: Quickplay,111,15,2019-10-28 23:41:26.000Z,0,Victory,29,0,124,487,8,
5023633686,Hunter,0,753,5,1.3571428571428572,1.4615384615384615,true,12,1.5833333333333333,Valor,1,14,1.1666666666666667,1.375,Pacifica,2,Clash: Quickplay,90,19,2019-10-28 23:32:53.000Z,1,Defeat,19,0,75,750,12,
5015056704,Hunter,0,758,0,1.6666666666666667,0.8333333333333334,false,5,0.6,Valor,0,3,0.6,0.6,Bannerfall,1,Control: Quickplay,150,3,2019-10-27 20:33:29.000Z,1,Defeat,5,0,103,361,2,
5014947985,Hunter,0,424,3,4.0,0.6666666666666666,false,5,0.8,Valor,0,1,0.2,0.5,Twilight Gap,0,Control: Quickplay,95,4,2019-10-27 20:22:18.000Z,1,Defeat,4,0,19,333,2,
4997273224,Hunter,0,662,0,0.0,0.0,false,0,0.0,Valor,0,0,0.0,0.0,Wormhaven,0,Control: Quickplay,151,0,2019-10-26 01:29:02.000Z,0,Victory,0,0,0,38,0,
4997246122,Hunter,0,591,5,3.0,2.75,true,11,1.4545454545454546,Valor,0,11,1.0,1.2272727272727273,Meltdown,0,Control: Quickplay,85,16,2019-10-26 01:25:16.000Z,3,Victory,33,0,151,588,8,
4997091863,Hunter,0,774,6,2.1052631578947367,5.0,true,7,3.5714285714285716,Valor,1,19,2.7142857142857144,3.142857142857143,Bannerfall,0,Control: Quickplay,144,25,2019-10-26 00:54:53.000Z,1,Defeat,40,0,139,770,13,
4996662955,Hunter,0,674,6,2.923076923076923,4.222222222222222,true,8,2.375,Valor,0,13,1.625,2.0,Pacifica,1,Control: Quickplay,145,19,2019-10-25 23:51:47.000Z,3,Victory,38,0,150,674,13,
4996677495,Hunter,0,763,0,0.0,0.0,false,0,0.0,Valor,0,0,0.0,0.0,Bannerfall,0,Clash: Quickplay,66,0,2019-10-25 23:48:59.000Z,0,Victory,0,0,0,61,0,
4996549222,Hunter,0,376,0,1.0,0.25,true,3,0.3333333333333333,Valor,0,1,0.3333333333333333,0.3333333333333333,Pacifica,0,Control: Quickplay,101,1,2019-10-25 23:41:10.000Z,0,Defeat,1,0,19,120,0,
4995886673,Hunter,0,710,6,2.3076923076923075,5.0,true,5,3.8,Valor,0,13,2.6,3.2,Vostok,1,Control: Quickplay,151,19,2019-10-25 21:54:56.000Z,4,Defeat,30,1,115,703,15,
4989557860,Hunter,0,668,8,2.25,3.272727272727273,true,10,2.4,Valor,0,16,1.6,2.0,The Burnout,1,Control: Quickplay,150,24,2019-10-25 02:47:00.000Z,4,Defeat,36,0,124,665,18,
4988983696,Hunter,0,571,3,1.2727272727272727,1.2727272727272727,true,10,1.4,Valor,0,11,1.1,1.25,Meltdown,1,Control: Quickplay,151,14,2019-10-25 01:14:35.000Z,3,Defeat,14,0,63,564,13,
4988909426,Hunter,0,742,9,2.6875,4.3,true,9,2.7777777777777777,Valor,0,16,1.7777777777777777,2.2777777777777777,The Citadel,1,Control: Quickplay,102,25,2019-10-25 01:00:34.000Z,3,Victory,43,0,121,742,19,
4980785427,Hunter,0,627,4,2.0714285714285716,4.142857142857143,true,6,3.0,Valor,1,14,2.3333333333333335,2.6666666666666665,The Fortress,3,Control: Quickplay,102,18,2019-10-24 01:20:06.000Z,1,Victory,29,0,150,622,13,
4980698598,Hunter,0,427,0,0.0,0.0,true,0,0.0,Valor,0,0,0.0,0.0,Pacifica,0,Control: Quickplay,95,0,2019-10-24 01:12:05.000Z,0,Defeat,0,0,20,66,0,
4980498098,Hunter,0,660,7,3.4444444444444446,3.875,true,7,2.2857142857142856,Valor,0,9,1.2857142857142858,1.7857142857142858,The Fortress,1,Control: Quickplay,76,16,2019-10-24 00:39:48.000Z,4,Victory,31,0,151,656,9,
4980074834,Hunter,0,681,4,2.235294117647059,4.222222222222222,true,8,2.625,Valor,1,17,2.125,2.375,Bannerfall,2,Control: Quickplay,120,21,2019-10-23 23:37:15.000Z,3,Victory,38,0,150,681,14,
4979933132,Hunter,0,534,7,3.4285714285714284,4.8,true,4,3.5,Valor,0,7,1.75,2.625,Endless Vale,0,Control: Quickplay,71,14,2019-10-23 23:20:17.000Z,2,Victory,24,1,151,528,11,
4964501503,Hunter,0,676,8,2.3333333333333335,1.0,true,13,1.0769230769230769,Valor,1,6,0.46153846153846156,0.7692307692307693,Javelin-4,0,Clash: Quickplay,100,14,2019-10-22 04:58:13.000Z,0,Defeat,14,0,77,673,10,
4964476527,Hunter,0,766,0,0.0,0.0,false,0,0.0,Valor,0,0,0.0,0.0,Vostok,0,Control: Quickplay,129,0,2019-10-22 04:48:40.000Z,0,Victory,0,0,0,38,0,
4964408293,Hunter,0,753,3,1.3333333333333333,1.5,true,7,1.7142857142857142,Valor,1,9,1.2857142857142858,1.5,Midtown,0,Clash: Quickplay,85,12,2019-10-22 04:39:23.000Z,2,Victory,12,1,97,749,5,
4963368621,Hunter,0,784,2,1.5,1.7142857142857142,true,13,1.3846153846153846,Valor,0,16,1.2307692307692308,1.3076923076923077,Wormhaven,2,Control: Quickplay,129,18,2019-10-22 01:48:00.000Z,3,Defeat,24,1,127,780,11,
4963220568,Hunter,0,666,3,2.111111111111111,2.111111111111111,true,8,1.5,Valor,0,9,1.125,1.3125,Endless Vale,1,Control: Quickplay,151,12,2019-10-22 01:24:16.000Z,0,Defeat,19,0,124,412,9,
4963087363,Hunter,0,712,9,2.642857142857143,4.111111111111111,true,8,2.875,Valor,2,14,1.75,2.3125,Widow's Court,1,Control: Quickplay,117,23,2019-10-22 01:05:33.000Z,2,Victory,37,0,150,706,17,
4962909198,Hunter,0,718,6,2.235294117647059,4.222222222222222,true,8,2.875,Valor,0,17,2.125,2.5,Distant Shore,6,Control: Quickplay,150,23,2019-10-22 00:38:20.000Z,1,Defeat,38,0,146,716,15,
4962608276,Hunter,0,601,5,2.888888888888889,5.2,true,4,3.5,Valor,0,9,2.25,2.875,The Burnout,2,Control: Quickplay,84,14,2019-10-21 23:54:15.000Z,1,Victory,26,0,150,597,10,
4962530469,Hunter,0,502,1,2.0,1.3333333333333333,false,2,1.5,Valor,0,2,1.0,1.25,The Citadel,0,Iron Banner Control,82,3,2019-10-21 23:47:56.000Z,0,Defeat,4,0,30,349,0,
4954123266,Hunter,0,642,4,3.0,5.0,true,5,2.8,Valor,0,10,2.0,2.4,Widow's Court,1,Iron Banner Control,64,14,2019-10-20 23:58:15.000Z,4,Victory,30,0,125,638,0,
4954042677,Hunter,0,705,7,3.2857142857142856,2.090909090909091,true,10,1.4,Valor,0,7,0.7,1.05,Bannerfall,1,Iron Banner Control,84,14,2019-10-20 23:43:55.000Z,0,Victory,23,0,126,702,1,
4953928319,Hunter,0,408,1,2.142857142857143,3.75,true,3,2.6666666666666665,Valor,0,7,2.3333333333333335,2.5,Convergence,0,Iron Banner Control,25,8,2019-10-20 23:34:35.000Z,1,Victory,15,0,83,402,0,
4952938626,Hunter,0,703,5,2.7,3.0,true,8,1.875,Valor,0,10,1.25,1.5625,Radiant Cliffs,0,Iron Banner Control,76,15,2019-10-20 21:31:49.000Z,4,Victory,27,0,126,703,0,
4950666854,Hunter,0,622,4,3.75,1.5,true,9,0.8888888888888888,Valor,0,4,0.4444444444444444,0.6666666666666666,Gambler's Ruin,1,Iron Banner Control,125,8,2019-10-20 17:41:38.000Z,1,Defeat,15,0,101,617,0,
4950550093,Hunter,0,398,2,2.0,1.6,true,4,1.5,Valor,0,4,1.0,1.25,Bannerfall,0,Iron Banner Control,75,6,2019-10-20 17:31:53.000Z,2,Defeat,8,0,28,391,0,
4950388953,Hunter,0,578,0,1.4705882352941178,1.9230769230769231,true,12,1.4166666666666667,Valor,0,17,1.4166666666666667,1.4166666666666667,The Fortress,0,Iron Banner Control,125,17,2019-10-20 17:15:09.000Z,3,Defeat,25,1,78,574,0,
4944243522,Hunter,0,693,4,2.6,3.25,true,7,2.0,Valor,0,10,1.4285714285714286,1.7142857142857142,Vostok,1,Iron Banner Control,112,14,2019-10-20 03:59:05.000Z,1,Victory,26,0,125,533,0,
